"","common","sciname","source","iucn_sid","state","status","trend","status_scale"
"307","jonah crab","Cancer borealis","dataportal",NA,"IUCN",NA,NA,"IUCN"
"308","jonah crab","Cancer borealis","dataportal",NA,"USA","NNR",NA,"USA"
"309","laughing gull","Leucophaeus atricilla","dataportal",NA,"CT","N5B,N5N",NA,"CT"
"310","laughing gull","Leucophaeus atricilla","dataportal",NA,"ME","S2S3B",NA,"ME"
"311","laughing gull","Leucophaeus atricilla","dataportal",NA,"MA","S2B",NA,"MA"
"312","laughing gull","Leucophaeus atricilla","dataportal",NA,"NH","N5B,N5N",NA,"NH"
"313","laughing gull","Leucophaeus atricilla","dataportal",NA,"NY","S1",NA,"NY"
"314","laughing gull","Leucophaeus atricilla","dataportal",NA,"RI","N5B,N5N",NA,"RI"
"315","laughing gull","Leucophaeus atricilla","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"316","laughing gull","Leucophaeus atricilla","dataportal",NA,"USA","N5B,N5N",NA,"USA"
"317","leachs storm petrel","Oceanodroma leucorhoa","dataportal",NA,"ME","S2S3B",NA,"ME"
"318","leachs storm petrel","Oceanodroma leucorhoa","dataportal",NA,"MA","S1B,S4N",NA,"MA"
"319","leachs storm petrel","Oceanodroma leucorhoa","dataportal",NA,"NY","N5B",NA,"NY"
"320","leachs storm petrel","Oceanodroma leucorhoa","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"321","leachs storm petrel","Oceanodroma leucorhoa","dataportal",NA,"USA","N5B",NA,"USA"
"322","least tern","Sternula antillarum","dataportal",NA,"CT","S2B",NA,"CT"
"323","least tern","Sternula antillarum","dataportal",NA,"ME","S1B",NA,"ME"
"324","least tern","Sternula antillarum","dataportal",NA,"MA","S2B",NA,"MA"
"325","least tern","Sternula antillarum","dataportal",NA,"NH","SHB",NA,"NH"
"326","least tern","Sternula antillarum","dataportal",NA,"NY","S3B",NA,"NY"
"327","least tern","Sternula antillarum","dataportal",NA,"RI","S2B,S2N",NA,"RI"
"328","least tern","Sternula antillarum","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"329","least tern","Sternula antillarum","dataportal",NA,"USA","N4B",NA,"USA"
"330","little skate","Leucoraja erinacea","dataportal",NA,"CT","NNR",NA,"CT"
"331","little skate","Leucoraja erinacea","dataportal",NA,"RI","NNR",NA,"RI"
"332","little skate","Leucoraja erinacea","dataportal",NA,"IUCN","NT - Near threatened",NA,"IUCN"
"333","little skate","Leucoraja erinacea","dataportal",NA,"USA","NNR",NA,"USA"
"334","long finned pilot whale","Globicephala melas","dataportal",NA,"ME","N4",NA,"ME"
"335","long finned pilot whale","Globicephala melas","dataportal",NA,"MA","S4",NA,"MA"
"336","long finned pilot whale","Globicephala melas","dataportal",NA,"NH","N4",NA,"NH"
"337","long finned pilot whale","Globicephala melas","dataportal",NA,"NY","N4",NA,"NY"
"338","long finned pilot whale","Globicephala melas","dataportal",NA,"RI","N4",NA,"RI"
"339","long finned pilot whale","Globicephala melas","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"340","long finned pilot whale","Globicephala melas","dataportal",NA,"USA","N4",NA,"USA"
"341","long tailed duck","Clangula hyemalis","dataportal",NA,"CT","N5B,N5N",NA,"CT"
"342","long tailed duck","Clangula hyemalis","dataportal",NA,"ME","S5N",NA,"ME"
"343","long tailed duck","Clangula hyemalis","dataportal",NA,"MA","S5N",NA,"MA"
"344","long tailed duck","Clangula hyemalis","dataportal",NA,"NH","N5B,N5N",NA,"NH"
"345","long tailed duck","Clangula hyemalis","dataportal",NA,"NY","N5B,N5N",NA,"NY"
"346","long tailed duck","Clangula hyemalis","dataportal",NA,"RI","N5B,N5N",NA,"RI"
"347","long tailed duck","Clangula hyemalis","dataportal",NA,"IUCN","VU - Vulnerable",NA,"IUCN"
"348","long tailed duck","Clangula hyemalis","dataportal",NA,"USA","N5B,N5N",NA,"USA"
"349","longfin squid","Doryteuthis pealeii","dataportal",NA,NA,NA,NA,NA
"350","longhorn sculpin","Myoxocephalus octodecemspinosus","dataportal",NA,"CT","N5",NA,"CT"
"351","longhorn sculpin","Myoxocephalus octodecemspinosus","dataportal",NA,"NY","N5",NA,"NY"
"352","longhorn sculpin","Myoxocephalus octodecemspinosus","dataportal",NA,"RI","N5",NA,"RI"
"353","longhorn sculpin","Myoxocephalus octodecemspinosus","dataportal",NA,"IUCN",NA,NA,"IUCN"
"354","longhorn sculpin","Myoxocephalus octodecemspinosus","dataportal",NA,"USA","N5",NA,"USA"
"355","manx shearwater","Puffinus puffinus","dataportal",NA,"ME","S3S4N",NA,"ME"
"356","manx shearwater","Puffinus puffinus","dataportal",NA,"MA","SXB,S3S4N",NA,"MA"
"357","manx shearwater","Puffinus puffinus","dataportal",NA,"NH","N1B",NA,"NH"
"358","manx shearwater","Puffinus puffinus","dataportal",NA,"RI","N1B",NA,"RI"
"359","manx shearwater","Puffinus puffinus","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"360","manx shearwater","Puffinus puffinus","dataportal",NA,"USA","N1B",NA,"USA"
"361","minke whale","Balaenoptera acutorostrata","dataportal",NA,"ME","N2",NA,"ME"
"362","minke whale","Balaenoptera acutorostrata","dataportal",NA,"MA","S3",NA,"MA"
"363","minke whale","Balaenoptera acutorostrata","dataportal",NA,"NY","N2",NA,"NY"
"364","minke whale","Balaenoptera acutorostrata","dataportal",NA,"RI","N2",NA,"RI"
"365","minke whale","Balaenoptera acutorostrata","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"366","minke whale","Balaenoptera acutorostrata","dataportal",NA,"USA","N2",NA,"USA"
"367","north atlantic right whale","Eubalaena glacialis","dataportal",NA,"ME","N1",NA,"ME"
"368","north atlantic right whale","Eubalaena glacialis","dataportal",NA,"MA","S1",NA,"MA"
"369","north atlantic right whale","Eubalaena glacialis","dataportal",NA,"NY","N1",NA,"NY"
"370","north atlantic right whale","Eubalaena glacialis","dataportal",NA,"RI","N1",NA,"RI"
"371","north atlantic right whale","Eubalaena glacialis","dataportal",NA,"IUCN","EN - Endangered",NA,"IUCN"
"372","north atlantic right whale","Eubalaena glacialis","dataportal",NA,"USA","N1",NA,"USA"
"373","northern fulmar","Fulmarus glacialis","dataportal",NA,"ME","S3S4N",NA,"ME"
"374","northern fulmar","Fulmarus glacialis","dataportal",NA,"MA","S4N",NA,"MA"
"375","northern fulmar","Fulmarus glacialis","dataportal",NA,"NH","N4N,N5B",NA,"NH"
"376","northern fulmar","Fulmarus glacialis","dataportal",NA,"RI","N4N,N5B",NA,"RI"
"377","northern fulmar","Fulmarus glacialis","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"378","northern fulmar","Fulmarus glacialis","dataportal",NA,"USA","N4N,N5B",NA,"USA"
"379","northern gannet","Morus bassanus","dataportal",NA,"ME","S4S5N",NA,"ME"
"380","northern gannet","Morus bassanus","dataportal",NA,"MA","S5N",NA,"MA"
"381","northern gannet","Morus bassanus","dataportal",NA,"NH","NNA",NA,"NH"
"382","northern gannet","Morus bassanus","dataportal",NA,"NY","NNA",NA,"NY"
"383","northern gannet","Morus bassanus","dataportal",NA,"RI","NNA",NA,"RI"
"384","northern gannet","Morus bassanus","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"385","northern gannet","Morus bassanus","dataportal",NA,"USA","NNA",NA,"USA"
"386","northern kingfish","Menticirrhus saxatilis","dataportal",NA,"RI","NNR",NA,"RI"
"387","northern kingfish","Menticirrhus saxatilis","dataportal",NA,"IUCN",NA,NA,"IUCN"
"388","northern kingfish","Menticirrhus saxatilis","dataportal",NA,"USA","NNR",NA,"USA"
"389","northern pipefish","Syngnathus fuscus","dataportal",NA,"CT","NNR",NA,"CT"
"390","northern pipefish","Syngnathus fuscus","dataportal",NA,"MA","S5",NA,"MA"
"391","northern pipefish","Syngnathus fuscus","dataportal",NA,"NY","S3",NA,"NY"
"392","northern pipefish","Syngnathus fuscus","dataportal",NA,"RI","NNR",NA,"RI"
"393","northern pipefish","Syngnathus fuscus","dataportal",NA,"IUCN",NA,NA,"IUCN"
"394","northern pipefish","Syngnathus fuscus","dataportal",NA,"USA","NNR",NA,"USA"
"395","northern puffer","Sphoeroides maculatus","dataportal",NA,"CT","N5",NA,"CT"
"396","northern puffer","Sphoeroides maculatus","dataportal",NA,"NY","N5",NA,"NY"
"397","northern puffer","Sphoeroides maculatus","dataportal",NA,"RI","N5",NA,"RI"
"398","northern puffer","Sphoeroides maculatus","dataportal",NA,"IUCN",NA,NA,"IUCN"
"399","northern puffer","Sphoeroides maculatus","dataportal",NA,"USA","N5",NA,"USA"
"400","northern sand lance","Ammodytes dubius","dataportal",NA,"RI","NNR",NA,"RI"
"401","northern sand lance","Ammodytes dubius","dataportal",NA,"IUCN",NA,NA,"IUCN"
"402","northern sand lance","Ammodytes dubius","dataportal",NA,"USA","NNR",NA,"USA"
"403","northern searobin","Prionotus carolinus","dataportal",NA,"CT","N5",NA,"CT"
"404","northern searobin","Prionotus carolinus","dataportal",NA,"NY","N5",NA,"NY"
"405","northern searobin","Prionotus carolinus","dataportal",NA,"RI","N5",NA,"RI"
"406","northern searobin","Prionotus carolinus","dataportal",NA,"IUCN",NA,NA,"IUCN"
"407","northern searobin","Prionotus carolinus","dataportal",NA,"USA","N5",NA,"USA"
"408","northern shortfin squid","Illex illecebrosus","dataportal",NA,NA,NA,NA,NA
"409","northern shrimp","Pandalus borealis","dataportal",NA,NA,NA,NA,NA
"410","ocean pout","Zoarces americanus","dataportal",NA,"CT","NNR",NA,"CT"
"411","ocean pout","Zoarces americanus","dataportal",NA,"RI","NNR",NA,"RI"
"412","ocean pout","Zoarces americanus","dataportal",NA,"IUCN",NA,NA,"IUCN"
"413","ocean pout","Zoarces americanus","dataportal",NA,"USA","NNR",NA,"USA"
"414","parasitic jaeger","Stercorarius parasiticus","dataportal",NA,"CT","N5B",NA,"CT"
"415","parasitic jaeger","Stercorarius parasiticus","dataportal",NA,"ME","S2S3N",NA,"ME"
"416","parasitic jaeger","Stercorarius parasiticus","dataportal",NA,"MA","S3N",NA,"MA"
"417","parasitic jaeger","Stercorarius parasiticus","dataportal",NA,"NH","N5B",NA,"NH"
"418","parasitic jaeger","Stercorarius parasiticus","dataportal",NA,"NY","N5B",NA,"NY"
"419","parasitic jaeger","Stercorarius parasiticus","dataportal",NA,"RI","N5B",NA,"RI"
"420","parasitic jaeger","Stercorarius parasiticus","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"421","parasitic jaeger","Stercorarius parasiticus","dataportal",NA,"USA","N5B",NA,"USA"
"422","pigfish","Orthopristis chrysoptera","dataportal",NA,"IUCN",NA,NA,"IUCN"
"423","pigfish","Orthopristis chrysoptera","dataportal",NA,"USA","N5",NA,"USA"
"424","pinfish","Lagodon rhomboides","dataportal",NA,"IUCN",NA,NA,"IUCN"
"425","pinfish","Lagodon rhomboides","dataportal",NA,"USA","N5",NA,"USA"
"426","pollock","Pollachius virens","dataportal",NA,"RI","NNR",NA,"RI"
"427","pollock","Pollachius virens","dataportal",NA,"IUCN",NA,NA,"IUCN"
"428","pollock","Pollachius virens","dataportal",NA,"USA","NNR",NA,"USA"
"429","pomarine jaeger","Stercorarius pomarinus","dataportal",NA,"ME","S2S3N",NA,"ME"
"430","pomarine jaeger","Stercorarius pomarinus","dataportal",NA,"MA","S3N",NA,"MA"
"431","pomarine jaeger","Stercorarius pomarinus","dataportal",NA,"NH","N5B",NA,"NH"
"432","pomarine jaeger","Stercorarius pomarinus","dataportal",NA,"NY","N5B",NA,"NY"
"433","pomarine jaeger","Stercorarius pomarinus","dataportal",NA,"RI","N5B",NA,"RI"
"434","pomarine jaeger","Stercorarius pomarinus","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"435","pomarine jaeger","Stercorarius pomarinus","dataportal",NA,"USA","N5B",NA,"USA"
"436","razorbill","Alca torda","dataportal",NA,"ME","S2B",NA,"ME"
"437","razorbill","Alca torda","dataportal",NA,"MA","S4N",NA,"MA"
"438","razorbill","Alca torda","dataportal",NA,"NH","N1B",NA,"NH"
"439","razorbill","Alca torda","dataportal",NA,"NY","N1B",NA,"NY"
"440","razorbill","Alca torda","dataportal",NA,"RI","N1B",NA,"RI"
"441","razorbill","Alca torda","dataportal",NA,"IUCN","NT - Near threatened",NA,"IUCN"
"442","razorbill","Alca torda","dataportal",NA,"USA","N1B",NA,"USA"
"443","red breasted merganser","Mergus serrator","dataportal",NA,"CT","N5B,N5N",NA,"CT"
"444","red breasted merganser","Mergus serrator","dataportal",NA,"ME","S3B,S5N",NA,"ME"
"445","red breasted merganser","Mergus serrator","dataportal",NA,"MA","S1B,S5N",NA,"MA"
"446","red breasted merganser","Mergus serrator","dataportal",NA,"NH","N5B,N5N",NA,"NH"
"447","red breasted merganser","Mergus serrator","dataportal",NA,"NY","S3",NA,"NY"
"448","red breasted merganser","Mergus serrator","dataportal",NA,"RI","N5B,N5N",NA,"RI"
"449","red breasted merganser","Mergus serrator","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"450","red breasted merganser","Mergus serrator","dataportal",NA,"USA","N5B,N5N",NA,"USA"
"451","red hake","Urophycis chuss","dataportal",NA,"CT","NNR",NA,"CT"
"452","red hake","Urophycis chuss","dataportal",NA,"NY","NNR",NA,"NY"
"453","red hake","Urophycis chuss","dataportal",NA,"RI","NNR",NA,"RI"
"454","red hake","Urophycis chuss","dataportal",NA,"IUCN",NA,NA,"IUCN"
"455","red hake","Urophycis chuss","dataportal",NA,"USA","NNR",NA,"USA"
"456","red necked phalarope","Phalaropus lobatus","dataportal",NA,"ME","S3S4N",NA,"ME"
"457","red necked phalarope","Phalaropus lobatus","dataportal",NA,"MA","S4N",NA,"MA"
"458","red necked phalarope","Phalaropus lobatus","dataportal",NA,"NH","N4N5B",NA,"NH"
"459","red necked phalarope","Phalaropus lobatus","dataportal",NA,"NY","N4N5B",NA,"NY"
"460","red necked phalarope","Phalaropus lobatus","dataportal",NA,"RI","N4N5B",NA,"RI"
"461","red necked phalarope","Phalaropus lobatus","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"462","red necked phalarope","Phalaropus lobatus","dataportal",NA,"USA","N4N5B",NA,"USA"
"463","red phalarope","Phalaropus fulicarius","dataportal",NA,"ME","S3N",NA,"ME"
"464","red phalarope","Phalaropus fulicarius","dataportal",NA,"MA","S4N",NA,"MA"
"465","red phalarope","Phalaropus fulicarius","dataportal",NA,"NH","N5B",NA,"NH"
"466","red phalarope","Phalaropus fulicarius","dataportal",NA,"NY","N5B",NA,"NY"
"467","red phalarope","Phalaropus fulicarius","dataportal",NA,"RI","N5B",NA,"RI"
"468","red phalarope","Phalaropus fulicarius","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"469","red phalarope","Phalaropus fulicarius","dataportal",NA,"USA","N5B",NA,"USA"
"470","red throated loon","Gavia stellata","dataportal",NA,"CT","N5B,N5N",NA,"CT"
"471","red throated loon","Gavia stellata","dataportal",NA,"ME","S2S3N",NA,"ME"
"472","red throated loon","Gavia stellata","dataportal",NA,"MA","S4N",NA,"MA"
"473","red throated loon","Gavia stellata","dataportal",NA,"NH","N5B,N5N",NA,"NH"
"474","red throated loon","Gavia stellata","dataportal",NA,"NY","N5B,N5N",NA,"NY"
"475","red throated loon","Gavia stellata","dataportal",NA,"RI","N5B,N5N",NA,"RI"
"476","red throated loon","Gavia stellata","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"477","red throated loon","Gavia stellata","dataportal",NA,"USA","N5B,N5N",NA,"USA"
"478","ring billed gull","Larus delawarensis","dataportal",NA,"CT","N5B,N5N",NA,"CT"
"479","ring billed gull","Larus delawarensis","dataportal",NA,"ME","S2B,S5N",NA,"ME"
"480","ring billed gull","Larus delawarensis","dataportal",NA,"MA","S1B,S5N",NA,"MA"
"481","ring billed gull","Larus delawarensis","dataportal",NA,"NH","N5B,N5N",NA,"NH"
"482","ring billed gull","Larus delawarensis","dataportal",NA,"NY","S4",NA,"NY"
"483","ring billed gull","Larus delawarensis","dataportal",NA,"RI","N5B,N5N",NA,"RI"
"484","ring billed gull","Larus delawarensis","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"485","ring billed gull","Larus delawarensis","dataportal",NA,"USA","N5B,N5N",NA,"USA"
"486","rissos dolphin","Grampus griseus","dataportal",NA,"MA","S3",NA,"MA"
"487","rissos dolphin","Grampus griseus","dataportal",NA,"NY","NU",NA,"NY"
"488","rissos dolphin","Grampus griseus","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"489","rissos dolphin","Grampus griseus","dataportal",NA,"USA","NU",NA,"USA"
"490","roseate tern","Sterna dougallii","dataportal",NA,"CT","S1B",NA,"CT"
"491","roseate tern","Sterna dougallii","dataportal",NA,"ME","S2B",NA,"ME"
"492","roseate tern","Sterna dougallii","dataportal",NA,"MA","S2B,S3N",NA,"MA"
"493","roseate tern","Sterna dougallii","dataportal",NA,"NH","SHB",NA,"NH"
"494","roseate tern","Sterna dougallii","dataportal",NA,"NY","S1B",NA,"NY"
"495","roseate tern","Sterna dougallii","dataportal",NA,"RI","SHB,S1N",NA,"RI"
"496","roseate tern","Sterna dougallii","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"497","roseate tern","Sterna dougallii","dataportal",NA,"USA","N2N,N3B",NA,"USA"
"498","rosette skate","Leucoraja garmani","dataportal",NA,NA,NA,NA,NA
"499","roughtail stingray","Dasyatis centroura","dataportal",NA,"CT","NNR",NA,"CT"
"500","roughtail stingray","Dasyatis centroura","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"501","roughtail stingray","Dasyatis centroura","dataportal",NA,"USA","NNR",NA,"USA"
"502","round herring","Etrumeus sadina","dataportal",NA,NA,NA,NA,NA
"503","royal tern","Thalasseus maximus","dataportal",NA,"CT","N5B,N5N",NA,"CT"
"504","royal tern","Thalasseus maximus","dataportal",NA,"MA","S1N",NA,"MA"
"505","royal tern","Thalasseus maximus","dataportal",NA,"NY","N5B,N5N",NA,"NY"
"506","royal tern","Thalasseus maximus","dataportal",NA,"RI","S1N",NA,"RI"
"507","royal tern","Thalasseus maximus","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"508","royal tern","Thalasseus maximus","dataportal",NA,"USA","N5B,N5N",NA,"USA"
"509","sand tiger","Carcharias taurus","dataportal",NA,"CT","SNRB",NA,"CT"
"510","sand tiger","Carcharias taurus","dataportal",NA,"RI","NNR",NA,"RI"
"511","sand tiger","Carcharias taurus","dataportal",NA,"IUCN","VU - Vulnerable",NA,"IUCN"
"512","sand tiger","Carcharias taurus","dataportal",NA,"USA","NNR",NA,"USA"
"513","scup","Stenotomus chrysops","dataportal",NA,"NY","NNR",NA,"NY"
"514","scup","Stenotomus chrysops","dataportal",NA,"RI","NNR",NA,"RI"
"515","scup","Stenotomus chrysops","dataportal",NA,"IUCN","NT - Near threatened",NA,"IUCN"
"516","scup","Stenotomus chrysops","dataportal",NA,"USA","NNR",NA,"USA"
"517","sea raven","Hemitripterus americanus","dataportal",NA,"CT","NNR",NA,"CT"
"518","sea raven","Hemitripterus americanus","dataportal",NA,"RI","NNR",NA,"RI"
"519","sea raven","Hemitripterus americanus","dataportal",NA,"IUCN",NA,NA,"IUCN"
"520","sea raven","Hemitripterus americanus","dataportal",NA,"USA","NNR",NA,"USA"
"521","sea scallop","Placopecten magellanicus","dataportal",NA,NA,NA,NA,NA
"522","sei whale","Balaenoptera borealis","dataportal",NA,"ME","N2",NA,"ME"
"523","sei whale","Balaenoptera borealis","dataportal",NA,"MA","S1",NA,"MA"
"524","sei whale","Balaenoptera borealis","dataportal",NA,"NY","N2",NA,"NY"
"525","sei whale","Balaenoptera borealis","dataportal",NA,"RI","N2",NA,"RI"
"526","sei whale","Balaenoptera borealis","dataportal",NA,"IUCN","EN - Endangered",NA,"IUCN"
"527","sei whale","Balaenoptera borealis","dataportal",NA,"USA","N2",NA,"USA"
"528","short beaked common dolphin","Delphinus delphis","dataportal",NA,"MA","S4",NA,"MA"
"529","short beaked common dolphin","Delphinus delphis","dataportal",NA,"NY","S4",NA,"NY"
"530","short beaked common dolphin","Delphinus delphis","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"531","short beaked common dolphin","Delphinus delphis","dataportal",NA,"USA","NNA",NA,"USA"
"532","short finned pilot whale","Globicephala macrorhynchus","dataportal",NA,"NY","S4",NA,"NY"
"533","short finned pilot whale","Globicephala macrorhynchus","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"534","short finned pilot whale","Globicephala macrorhynchus","dataportal",NA,"USA","NU",NA,"USA"
"535","silver hake","Merluccius bilinearis","dataportal",NA,"CT","NNR",NA,"CT"
"536","silver hake","Merluccius bilinearis","dataportal",NA,"NY","NNR",NA,"NY"
"537","silver hake","Merluccius bilinearis","dataportal",NA,"RI","NNR",NA,"RI"
"538","silver hake","Merluccius bilinearis","dataportal",NA,"IUCN",NA,NA,"IUCN"
"539","silver hake","Merluccius bilinearis","dataportal",NA,"USA","NNR",NA,"USA"
"540","smooth dogfish","Mustelus canis","dataportal",NA,"CT","NNR",NA,"CT"
"541","smooth dogfish","Mustelus canis","dataportal",NA,"RI","NNR",NA,"RI"
"542","smooth dogfish","Mustelus canis","dataportal",NA,"IUCN","NT - Near threatened",NA,"IUCN"
"543","smooth dogfish","Mustelus canis","dataportal",NA,"USA","NNR",NA,"USA"
"544","smooth skate","Malacoraja senta","dataportal",NA,"IUCN","EN - Endangered",NA,"IUCN"
"545","smooth skate","Malacoraja senta","dataportal",NA,"USA","NNR",NA,"USA"
"546","sooty shearwater","Ardenna grisea","dataportal",NA,"ME","S3S4N",NA,"ME"
"547","sooty shearwater","Ardenna grisea","dataportal",NA,"MA","S5N",NA,"MA"
"548","sooty shearwater","Ardenna grisea","dataportal",NA,"NH","N5N",NA,"NH"
"549","sooty shearwater","Ardenna grisea","dataportal",NA,"NY","N5N",NA,"NY"
"550","sooty shearwater","Ardenna grisea","dataportal",NA,"RI","N5N",NA,"RI"
"551","sooty shearwater","Ardenna grisea","dataportal",NA,"IUCN","NT - Near threatened",NA,"IUCN"
"552","sooty shearwater","Ardenna grisea","dataportal",NA,"USA","N5N",NA,"USA"
"553","sooty tern","Onychoprion fuscatus","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"554","sooty tern","Onychoprion fuscatus","dataportal",NA,"USA","NNR",NA,"USA"
"555","south polar skua","Stercorarius maccormicki","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"556","south polar skua","Stercorarius maccormicki","dataportal",NA,"USA","NNA",NA,"USA"
"557","southern stingray","Dasyatis americana","dataportal",NA,"IUCN","DD - Data deficient",NA,"IUCN"
"558","southern stingray","Dasyatis americana","dataportal",NA,"USA","N5",NA,"USA"
"559","sowerbys beaked whale","Mesoplodon bidens","dataportal",NA,NA,NA,NA,NA
"560","sperm whale","Physeter macrocephalus","dataportal",NA,"ME","NU",NA,"ME"
"561","sperm whale","Physeter macrocephalus","dataportal",NA,"MA","S1",NA,"MA"
"562","sperm whale","Physeter macrocephalus","dataportal",NA,"NY","NU",NA,"NY"
"563","sperm whale","Physeter macrocephalus","dataportal",NA,"IUCN","VU - Vulnerable",NA,"IUCN"
"564","sperm whale","Physeter macrocephalus","dataportal",NA,"USA","NU",NA,"USA"
"565","spiny butterfly ray","Gymnura altavela","dataportal",NA,NA,NA,NA,NA
"566","spiny dogfish","Squalus acanthias","dataportal",NA,"CT","NNR",NA,"CT"
"567","spiny dogfish","Squalus acanthias","dataportal",NA,"RI","NNR",NA,"RI"
"568","spiny dogfish","Squalus acanthias","dataportal",NA,"IUCN","VU - Vulnerable",NA,"IUCN"
"569","spiny dogfish","Squalus acanthias","dataportal",NA,"USA","NNR",NA,"USA"
"570","spot","Leiostomus xanthurus","dataportal",NA,"NY","N5",NA,"NY"
"571","spot","Leiostomus xanthurus","dataportal",NA,"IUCN",NA,NA,"IUCN"
"572","spot","Leiostomus xanthurus","dataportal",NA,"USA","N5",NA,"USA"
"573","spotted hake","Urophycis regia","dataportal",NA,"NY","NNR",NA,"NY"
"574","spotted hake","Urophycis regia","dataportal",NA,"RI","NNR",NA,"RI"
"575","spotted hake","Urophycis regia","dataportal",NA,"IUCN",NA,NA,"IUCN"
"576","spotted hake","Urophycis regia","dataportal",NA,"USA","NNR",NA,"USA"
"577","striped dolphin","Stenella coeruleoalba","dataportal",NA,"MA","S2",NA,"MA"
"578","striped dolphin","Stenella coeruleoalba","dataportal",NA,"NY","NU",NA,"NY"
"579","striped dolphin","Stenella coeruleoalba","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"580","striped dolphin","Stenella coeruleoalba","dataportal",NA,"USA","NU",NA,"USA"
"581","striped anchovy","Anchoa hepsetus","dataportal",NA,"NY","NNR",NA,"NY"
"582","striped anchovy","Anchoa hepsetus","dataportal",NA,"RI","NNR",NA,"RI"
"583","striped anchovy","Anchoa hepsetus","dataportal",NA,"IUCN",NA,NA,"IUCN"
"584","striped anchovy","Anchoa hepsetus","dataportal",NA,"USA","NNR",NA,"USA"
"585","striped bass","Morone saxatilis","dataportal",NA,"CT","S3",NA,"CT"
"586","striped bass","Morone saxatilis","dataportal",NA,"ME","S5",NA,"ME"
"587","striped bass","Morone saxatilis","dataportal",NA,"MA","S5",NA,"MA"
"588","striped bass","Morone saxatilis","dataportal",NA,"NH","S4",NA,"NH"
"589","striped bass","Morone saxatilis","dataportal",NA,"NY","S4",NA,"NY"
"590","striped bass","Morone saxatilis","dataportal",NA,"RI","N5",NA,"RI"
"591","striped bass","Morone saxatilis","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"592","striped bass","Morone saxatilis","dataportal",NA,"USA","N5",NA,"USA"
"593","striped searobin","Prionotus evolans","dataportal",NA,"CT","N5",NA,"CT"
"594","striped searobin","Prionotus evolans","dataportal",NA,"NY","N5",NA,"NY"
"595","striped searobin","Prionotus evolans","dataportal",NA,"RI","N5",NA,"RI"
"596","striped searobin","Prionotus evolans","dataportal",NA,"IUCN",NA,NA,"IUCN"
"597","striped searobin","Prionotus evolans","dataportal",NA,"USA","N5",NA,"USA"
"598","summer flounder","Paralichthys dentatus","dataportal",NA,"NY","NNR",NA,"NY"
"599","summer flounder","Paralichthys dentatus","dataportal",NA,"RI","NNR",NA,"RI"
"600","summer flounder","Paralichthys dentatus","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"601","summer flounder","Paralichthys dentatus","dataportal",NA,"USA","NNR",NA,"USA"
"602","surf scoter","Melanitta perspicillata","dataportal",NA,"CT","N5B,N5N",NA,"CT"
"603","surf scoter","Melanitta perspicillata","dataportal",NA,"ME","S3S4N",NA,"ME"
"604","surf scoter","Melanitta perspicillata","dataportal",NA,"MA","S5N",NA,"MA"
"605","surf scoter","Melanitta perspicillata","dataportal",NA,"NH","N5B,N5N",NA,"NH"
"606","surf scoter","Melanitta perspicillata","dataportal",NA,"NY","N5B,N5N",NA,"NY"
"607","surf scoter","Melanitta perspicillata","dataportal",NA,"RI","N5B,N5N",NA,"RI"
"608","surf scoter","Melanitta perspicillata","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"609","surf scoter","Melanitta perspicillata","dataportal",NA,"USA","N5B,N5N",NA,"USA"
"610","tautog","Tautoga onitis","dataportal",NA,"CT","NNR",NA,"CT"
"611","tautog","Tautoga onitis","dataportal",NA,"NY","NNR",NA,"NY"
"612","tautog","Tautoga onitis","dataportal",NA,"RI","NNR",NA,"RI"
"613","tautog","Tautoga onitis","dataportal",NA,"IUCN","VU - Vulnerable",NA,"IUCN"
